prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,new_list,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,MODE2001,TURTLE,GENDER,REEFCODE,AGE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,HADDOCK,2018042504weHEAD-BOAT,2018225041771520180428,2018,4,25,9,25,9,15,6,4,1,2,5,0.00,2,0,1,1,1,0,1,44,2,1771520180428030,4,2,1,1,9.00,,,Y,we,1,1771520180428,6,1771520180428001,1,0,HEAD-BOAT,04,6,0,ESSEX,1524,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,19,,2,,,4.7360991387,2018042504weHEAD-BOAT,,0,1771520180428030
,,2018992504xx,201822504,2018,,,,25,,,,4,,5,,,,,,,,,,,,201824258499xx05,4,2,,,,,,,xx,,,,201824258499xx05,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,3.8880935994,,,0,201824258499xx05
,,2018992505xx,201822505,2018,,,,25,,,,5,,1,,,,,,,,,,,,201824258599xx01,4,2,,,,,,,xx,,,,201824258599xx01,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,1.7723468109,,,0,201824258599xx01
,,2018992505xx,201822505,2018,,,,25,,,,5,,2,,,,,,,,,,,,201824258599xx02,4,2,,,,,,,xx,,,,201824258599xx02,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,443.08670273,,,0,201824258599xx02
,,2018992505xx,201822505,2018,,,,25,,,,5,,5,,,,,,,,,,,,201824258599xx05,4,2,,,,,,,xx,,,,201824258599xx05,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,97.4790746,,,0,201824258599xx05
CUSK,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,25,17,33,15,21,6,4,1,2,1.5,0.00,10,0,1,2,0,0,0,24,1,1636620180408001,4,2,2,1,6.50,,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,MIDDLESEX,1301,166774,164740,,1,,8,2,8,18MAY18:10:49,2,8826010169,8791031101,6,,1,,39,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408001
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,5,36,5,33,15,21,6,4,1,2,1.5,0.00,0,0,1,0,1,0,1,24,2,1636620180408002,4,2,1,1,6.50,7,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,1,0,BRONX,1302,166774,,,1,,8,1,1,18MAY18:10:49,2,8826010169,,6,,1,,60,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408002
,,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,25,7,33,15,21,6,4,1,2,1.5,0.00,0,0,1,0,0,0,1,24,2,1636620180408003,4,2,2,1,6.50,9,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,DUKES,1303,,,,1,,8,1,8,18MAY18:10:49,2,,,6,,1,,57,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408003
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,25,5,33,15,21,6,4,1,2,1.5,0.00,3,1,1,2,4,0,1,24,2,1636620180408004,4,2,1,1,6.50,,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,4,0,BRISTOL,1304,166774,,,1,,8,1,1,18MAY18:10:49,2,8826010169,,6,,1,,45,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408004
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,25,17,33,15,21,6,4,1,2,1.5,0.00,30,1,1,3,0,0,1,24,2,1636620180408005,4,2,2,1,6.50,,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,0,1,MIDDLESEX,1305,166774,,,1,,8,1,8,18MAY18:10:49,2,8826010169,,6,,1,,69,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408005
,,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,9,13,33,15,21,6,4,1,2,1.5,0.00,0,0,1,2,0,0,1,24,2,1636620180408006,4,2,2,1,6.50,,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,TOLLAND,1306,,,,1,,8,1,8,18MAY18:10:49,2,,,6,,1,,29,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408006
,,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,9,13,33,15,21,6,4,1,2,1.5,0.00,0,0,1,2,1,0,1,24,2,1636620180408007,4,2,1,1,6.50,,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,1,0,TOLLAND,1307,,,,1,,8,1,1,18MAY18:10:49,2,,,6,,1,,30,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408007
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,5,36,119,33,15,21,6,4,1,2,1.5,0.00,3,0,1,0,0,0,1,24,2,1636620180408008,4,2,2,1,6.50,13,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,0,1,WESTCHESTER,1308,166774,,,1,,8,1,8,18MAY18:10:49,2,8826010169,,6,,1,,75,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408008
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,33,5,33,15,21,6,4,1,2,1.5,0.00,2,0,1,0,0,0,1,24,2,1636620180408009,4,2,2,1,6.50,7,,N,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,,1309,166774,,,1,,8,1,8,18MAY18:10:49,2,8826010169,,6,,1,,29,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408009
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,33,5,33,15,21,6,4,1,2,1.5,0.00,4,0,1,1,5,0,1,24,2,1636620180408010,4,2,1,1,6.50,,,N,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,5,0,,1310,166774,,,1,,8,2,1,18MAY18:10:49,2,8826010169,,6,,1,,11,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408010
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,33,15,33,15,21,6,4,1,2,1.5,0.00,0,0,1,2,0,0,1,24,2,1636620180408011,4,2,2,1,6.50,,,Y,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,ROCKINGHAM,1311,166774,,,1,,8,2,8,18MAY18:10:49,2,8826010169,,6,,1,,,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408011
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,25,9,33,15,21,6,4,1,2,1.5,0.00,8,0,1,0,1,0,1,24,2,1636620180408012,4,2,1,1,6.50,12,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,1,0,ESSEX,1312,166774,,,1,,8,1,1,18MAY18:10:49,2,8826010169,,6,,1,,51,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408012
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,33,15,33,15,21,6,4,1,2,1.5,0.00,20,2,1,2,1,0,1,24,2,1636620180408013,4,2,1,1,6.50,,,Y,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,1,0,ROCKINGHAM,1313,166774,,,1,,8,1,1,18MAY18:10:49,2,8826010169,,6,,1,,42,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408013
CUSK,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,25,17,33,15,21,6,4,1,2,1.5,0.00,0,0,1,2,0,0,1,24,2,1636620180408014,4,2,2,1,6.50,,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,MIDDLESEX,1314,166774,164740,,1,,8,1,8,18MAY18:10:49,2,8826010169,8791031101,6,,1,,55,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408014
,,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,33,13,33,15,21,6,4,1,2,1.5,0.00,0,0,1,0,0,0,1,24,2,1636620180408015,4,2,2,1,6.50,10,,Y,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,0,1,MERRIMACK,1315,,,,1,,8,2,8,18MAY18:10:49,2,,,6,,1,,57,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408015
,,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,25,9,33,15,21,6,4,1,2,1.5,0.00,5,0,1,2,0,0,1,24,2,1636620180408016,4,2,2,1,6.50,,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,ESSEX,1316,,,,1,,8,1,8,18MAY18:10:49,2,,,6,,1,,37,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408016
,,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,33,11,33,15,21,6,4,1,2,1,0.00,5,0,1,2,0,0,1,24,2,1636620180408017,4,2,2,1,6.50,,,Y,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,HILLSBOROUGH,1317,,,,1,,8,1,8,18MAY18:10:49,2,,,6,,1,,38,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408017
,ACADIAN REDFISH,2018043304weHEAD-BOAT,2018233041636620180408,2018,5,36,5,33,15,21,6,4,1,2,1.5,0.00,0,0,1,0,0,0,1,24,2,1636620180408018,4,2,2,1,6.50,7,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,BRONX,1318,166774,,,1,,8,1,8,18MAY18:10:49,2,8826010169,,6,,1,,59,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408018
,,2018043304weHEAD-BOAT,2018233041636620180408,2018,4,25,17,33,15,21,6,4,1,2,0.5,0.00,1,0,1,0,0,0,1,24,2,1636620180408019,4,2,2,1,6.50,1,,O,we,1,1636620180408,6,1636620180408001,1,0,HEAD-BOAT,04,,,MIDDLESEX,1319,,,,1,,8,1,8,18MAY18:10:49,2,,,6,,1,,,,2,,,0.908240238,2018043304weHEAD-BOAT,,0,1636620180408019
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,34,13,33,15,21,6,4,1,2,6,0.00,0,0,1,2,27,0,0,48,1,1636620180418001,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,27,10,ESSEX,1501,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,54,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418001
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,34,13,33,15,21,6,4,1,2,6,0.00,0,0,1,4,18,0,1,48,2,1636620180418002,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,18,15,ESSEX,1502,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,60,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418002
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,34,13,33,15,21,6,4,1,2,6,0.00,1,0,1,4,17,0,1,48,2,1636620180418003,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,18,25,ESSEX,1503,164744,,,1,,8,2,1,18MAY18:10:49,2,8791031301,,6,,1,,56,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418003
ACADIAN REDFISH,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,33,3,33,15,21,6,4,1,2,6,0.00,71,4,1,3,25,0,1,48,2,1636620180418004,4,2,1,1,12.00,,,N,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,25,3,,1504,164744,166774,,1,,8,1,1,18MAY18:10:49,2,8791031301,8826010169,6,,1,,76,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418004
,,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,33,13,33,15,21,6,4,1,2,6,0.00,1,1,1,0,27,0,1,48,2,1636620180418005,4,2,1,1,12.00,13,,Y,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,27,0,MERRIMACK,1505,,,,1,,8,1,1,18MAY18:10:49,2,,,6,,1,,57,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418005
HADDOCK,ACADIAN REDFISH,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,34,23,33,15,21,6,4,1,2,6,0.00,0,0,1,3,27,0,1,48,2,1636620180418006,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,27,3,MIDDLESEX,1506,166774,164744,,1,,8,1,1,18MAY18:10:49,2,8826010169,8791031301,6,,1,,77,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418006
HADDOCK,ACADIAN REDFISH,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,34,23,33,15,21,6,4,1,2,6,0.00,0,0,1,2,25,0,1,48,2,1636620180418007,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,25,0,MIDDLESEX,1507,166774,164744,,1,,8,1,1,18MAY18:10:49,2,8826010169,8791031301,6,,1,,60,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418007
,ACADIAN REDFISH,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,34,23,33,15,21,6,4,1,2,6,0.00,0,0,1,2,22,0,1,48,2,1636620180418008,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,22,10,MIDDLESEX,1508,166774,,,1,,8,2,1,18MAY18:10:49,2,8826010169,,6,,1,,57,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418008
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,33,11,33,15,21,6,4,1,2,6,0.00,7,0,1,0,20,0,1,48,2,1636620180418009,4,2,1,1,12.00,5,,Y,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,20,2,HILLSBOROUGH,1509,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,67,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418009
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,33,11,33,15,21,6,4,1,2,6,0.00,10,0,1,4,14,0,1,48,2,1636620180418010,4,2,1,1,12.00,,,Y,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,19,10,HILLSBOROUGH,1510,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,61,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418010
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,42,101,33,15,21,6,4,1,2,6,0.00,1,0,1,4,0,0,1,48,2,1636620180418011,4,2,2,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,0,34,,1511,164744,,,1,,8,1,8,18MAY18:10:49,2,8791031301,,6,,1,,57,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418011
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,25,17,33,15,21,6,4,1,2,6,0.00,1,1,1,4,37,0,1,48,2,1636620180418012,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,37,0,MIDDLESEX,1512,164744,,,1,,8,2,1,18MAY18:10:49,2,8791031301,,6,,1,,54,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418012
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,25,17,33,15,21,6,4,1,2,6,0.00,2,0,1,0,30,0,1,48,2,1636620180418013,4,2,1,1,12.00,27,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,30,5,MIDDLESEX,1513,164744,,,1,,8,2,1,18MAY18:10:49,2,8791031301,,6,,1,,43,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418013
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,42,75,33,15,21,6,4,1,2,6,0.00,2,1,1,2,27,0,1,48,2,1636620180418014,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,27,10,,1514,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,69,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418014
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,0,50,23,33,15,21,6,4,1,2,6,0.00,3,0,1,0,27,0,1,48,2,1636620180418015,4,2,1,1,12.00,26,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,27,3,,1515,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,60,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418015
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,25,27,33,15,21,6,4,1,2,6,0.00,7,0,1,4,58,0,1,48,2,1636620180418016,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,58,75,,1516,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,29,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418016
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,25,27,33,15,21,6,4,1,2,6,0.00,3,0,2,3,34,0,1,48,2,1636620180418017,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,34,6,,1517,164744,,,1,,2,1,2,18MAY18:10:49,2,8791031301,,6,,1,,69,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418017
,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,25,27,33,15,21,6,4,1,2,6,0.00,3,0,0,3,0,1,1,48,2,1636620180418018,4,2,3,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,0,20,,1518,164744,,,1,,8,1,8,18MAY18:10:49,2,8791031301,,6,,1,,59,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418017
HADDOCK,ACADIAN REDFISH,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,33,13,33,15,21,6,4,1,2,6,0.00,0,0,2,4,76,0,1,48,2,1636620180418019,4,2,1,1,12.00,,,Y,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,76,12,MERRIMACK,1519,166774,164744,,1,,2,1,2,18MAY18:10:49,2,8826010169,8791031301,6,,1,,,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418019
HADDOCK,ACADIAN REDFISH,2018043304wdHEAD-BOAT,2018233041636620180418,2018,4,33,13,33,15,21,6,4,1,2,6,0.00,0,0,0,3,0,1,1,48,2,1636620180418020,4,2,3,1,12.00,,,Y,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,0,20,MERRIMACK,1520,166774,164744,,1,,8,1,8,18MAY18:10:49,2,8826010169,8791031301,6,,2,,32,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418019
,,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,36,1,33,15,21,6,4,1,2,6,0.00,4,2,1,4,22,0,1,48,2,1636620180418021,4,2,1,1,12.00,,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,22,4,,1521,,,,1,,8,1,1,18MAY18:10:49,2,,,6,,1,,,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418021
,,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,36,1,33,15,21,6,4,1,2,6,0.00,1,0,1,0,21,0,1,48,2,1636620180418022,4,2,1,1,12.00,12,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,21,3,,1522,,,,1,,8,1,1,18MAY18:10:49,2,,,6,,1,,55,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418022
ACADIAN REDFISH,HADDOCK,2018043304wdHEAD-BOAT,2018233041636620180418,2018,5,36,59,33,15,21,6,4,1,2,6,0.00,0,0,1,0,26,0,1,48,2,1636620180418023,4,2,1,1,12.00,17,,O,wd,1,1636620180418,6,1636620180418001,1,0,HEAD-BOAT,04,26,1,NASSAU,1523,164744,166774,,1,,8,1,1,18MAY18:10:49,2,8791031301,8826010169,6,,1,,,,2,,,9.0034249684,2018043304wdHEAD-BOAT,,0,1636620180418023
ACADIAN REDFISH,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,0,50,25,33,15,21,6,4,1,2,7.5,0.00,5,1,1,4,19,0,0,51,1,1747920180422001,4,2,1,1,12.00,,,O,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,19,0,,1501,164744,166774,,1,,8,1,1,18MAY18:10:49,2,8791031301,8826010169,6,,1,,59,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422001
ACADIAN REDFISH,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,5,34,23,33,15,21,6,4,1,2,7.5,0.00,0,0,1,2,18,0,1,51,2,1747920180422002,4,2,1,1,12.00,,,O,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,18,0,MIDDLESEX,1502,164744,166774,,1,,8,1,1,18MAY18:10:49,2,8791031301,8826010169,6,,1,,67,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422002
ACADIAN REDFISH,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,5,34,25,33,15,21,6,4,1,2,7.5,0.00,0,0,2,3,28,0,1,51,2,1747920180422003,4,2,1,1,12.00,,,O,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,28,4,MONMOUTH,1503,164744,166774,,1,,2,1,2,18MAY18:10:49,2,8791031301,8826010169,6,,1,,56,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422003
ACADIAN REDFISH,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,4,33,11,33,15,21,6,4,1,2,7.5,0.00,2,0,1,0,13,0,1,51,2,1747920180422004,4,2,1,1,12.00,7,,Y,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,13,2,HILLSBOROUGH,1504,164744,166774,,1,,8,2,1,18MAY18:10:49,2,8791031301,8826010169,6,,1,,23,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422004
ACADIAN REDFISH,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,4,33,17,33,15,21,6,4,1,2,6.5,0.00,5,0,1,0,6,0,1,51,2,1747920180422005,4,2,1,1,12.00,7,,Y,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,6,0,STRAFFORD,1505,164744,166774,,1,,8,1,1,18MAY18:10:49,2,8791031301,8826010169,6,,1,,50,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422005
,,2018043304weHEAD-BOAT,2018233041747920180422,2018,5,34,31,33,15,21,6,4,1,2,7.5,0.00,0,0,1,3,24,0,1,51,2,1747920180422006,4,2,1,1,12.00,,,O,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,24,25,PASSAIC,1506,,,,1,,8,1,1,18MAY18:10:49,2,,,6,,1,,64,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422006
,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,4,33,11,33,15,21,6,4,1,2,7.5,0.00,30,2,1,0,18,0,1,51,2,1747920180422007,4,2,1,1,12.00,15,,Y,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,18,3,HILLSBOROUGH,1507,164744,,,1,,8,1,1,18MAY18:10:49,2,8791031301,,6,,1,,61,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422007
CUSK,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,4,25,27,33,15,21,6,4,1,2,7.5,0.00,10,1,1,0,29,0,1,51,2,1747920180422008,4,2,1,1,12.00,21,,O,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,29,3,,1508,164744,164740,,1,,8,1,1,18MAY18:10:49,2,8791031301,8791031101,6,,1,,44,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422008
ACADIAN REDFISH,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,5,34,25,33,15,21,6,4,1,2,7.5,0.00,0,0,3,3,67,0,1,51,2,1747920180422009,4,2,1,1,12.00,,,O,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,67,15,MONMOUTH,1509,164744,166774,,1,,2,1,2,18MAY18:10:49,2,8791031301,8826010169,6,,1,,52,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422009
ACADIAN REDFISH,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,5,34,3,33,15,21,6,4,1,2,7.5,0.00,0,0,0,1,0,1,1,51,2,1747920180422010,4,2,3,1,12.00,,,O,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,,,BERGEN,1510,164744,166774,,1,,8,1,8,18MAY18:10:49,2,8791031301,8826010169,6,,1,,37,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422009
,,2018043304weHEAD-BOAT,2018233041747920180422,2018,5,36,119,33,15,21,6,4,1,2,7.5,0.00,1,0,1,3,23,0,1,51,2,1747920180422011,4,2,1,1,12.00,,,O,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,23,0,WESTCHESTER,1511,,,,1,,8,1,1,18MAY18:10:49,2,,,6,,1,,62,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422011
ACADIAN REDFISH,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,4,33,17,33,15,21,6,4,1,2,7.5,0.00,18,0,2,4,37,0,1,51,2,1747920180422012,4,2,1,1,12.00,,,Y,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,37,0,STRAFFORD,1512,164744,166774,,1,,2,1,2,18MAY18:10:49,2,8791031301,8826010169,6,,1,,60,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422012
,HADDOCK,2018043304weHEAD-BOAT,2018233041747920180422,2018,4,33,13,33,15,21,6,4,1,2,7.5,0.00,5,1,2,3,47,0,1,51,2,1747920180422013,4,2,1,1,12.00,,,Y,we,1,1747920180422,6,1747920180422001,1,0,HEAD-BOAT,04,47,0,MERRIMACK,1513,164744,,,1,,2,1,2,18MAY18:10:49,2,8791031301,,6,,1,,66,,2,,,1.4668079844,2018043304weHEAD-BOAT,,0,1747920180422013
