prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,ASG_CODE,MODE_ASG,new_list,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,MODE2001,TURTLE,GENDER,REEFCODE,AGE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,2018013713weS:8AM-8PM,2018137131109620180120,2018,6,37,139,37,55,264,5,3,1,1,8,0.00,50,25,1,2,0,0,0,,,1109620180120010,6,1,2,,,,,Y,we,1109620180120,1,,1109620180120010,2,1,S:8AM-8PM,01,0,1,PASQUOTANK,1730,,,,1,,8,1,8,19MAR18:13:50,1,,,5,3,1,888,48,1,1,,,4717.9508253,2018013713weS:8AM-8PM,,0,1109620180120010
,RED DRUM,2018013713weS:8AM-8PM,2018137131109620180120,2018,6,37,55,37,55,264,5,3,1,1,8,0.00,45,15,1,1,0,0,0,,,1109620180120011,6,1,2,,,,,Y,we,1109620180120,1,,1109620180120011,2,1,S:8AM-8PM,01,,,DARE,1735,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,43,1,1,,,4717.9508253,2018013713weS:8AM-8PM,,0,1109620180120011
,RED DRUM,2018013713weS:8AM-8PM,2018137131109620180120,2018,6,37,55,37,55,264,5,3,1,1,8,0.00,45,15,1,0,1,0,0,,,1109620180120012,6,1,1,,,,,Y,we,1109620180120,1,,1109620180120012,2,1,S:8AM-8PM,01,1,0,DARE,1738,169290,,,1,,8,2,1,19MAR18:13:50,1,8835440901,,5,3,2,888,38,1,1,,,4717.9508253,2018013713weS:8AM-8PM,,0,1109620180120012
,RED DRUM,2018013713weS:8AM-8PM,2018137131109620180120,2018,5,42,1,37,55,264,5,3,1,1,8,0.00,8,4,1,1,1,0,0,,,1109620180120013,6,1,1,,,,,O,we,1109620180120,1,,1109620180120013,2,1,S:8AM-8PM,01,1,0,,1820,169290,,,1,,8,1,1,19MAR18:13:50,1,8835440901,,5,3,1,888,66,1,1,,,4717.9508253,2018013713weS:8AM-8PM,,0,1109620180120013
,SPINY DOGFISH,2018013713weS:8AM-8PM,2018137131109620180121,2018,6,37,55,37,55,427,1,3,1,1,3,,250,12,1,0,0,0,0,,,1109620180121001,6,1,2,,,,,Y,we,1109620180121,4,,1109620180121001,,1,S:8AM-8PM,01,,,DARE,1205,160617,,,1,,8,1,8,19MAR18:13:50,1,8710010201,,0,3,1,888,66,1,1,,,1915.8529706,2018013713weS:8AM-8PM,,0,1109620180121001
,SPINY DOGFISH,2018013713weS:8AM-8PM,2018137131109620180121,2018,0,39,89,37,55,427,1,3,1,1,3,,25,0,1,0,0,0,0,,,1109620180121002,6,1,2,,,,,O,we,1109620180121,4,,1109620180121002,,1,S:8AM-8PM,01,,,,1210,160617,,,1,,8,1,8,19MAR18:13:50,1,8710010201,,0,3,1,888,69,1,1,,,1915.8529706,2018013713weS:8AM-8PM,,0,1109620180121002
,RED DRUM,2018013713weS:8AM-8PM,2018137131109620180128,2018,6,37,55,37,55,500,5,3,1,1,1,0.00,998,98,1,1,0,0,0,,,1109620180128001,6,1,2,,,,,Y,we,1109620180128,1,,1109620180128001,2,1,S:8AM-8PM,01,,,DARE,1314,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,38,1,1,,,9399.9517196,2018013713weS:8AM-8PM,,0,1109620180128001
,RED DRUM,2018023713weS:8AM-8PM,2018137131109620180216,2018,6,37,95,37,95,400,5,3,1,1,1,0.00,150,20,1,0,0,0,0,,,1109620180216001,6,1,2,,,,,Y,we,1109620180216,1,,1109620180216001,,1,S:8AM-8PM,02,,,HYDE,1322,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,72,1,1,,,7443.2268197,2018023713weS:8AM-8PM,,0,1109620180216001
,RED DRUM,2018023713wdS:8AM-8PM,2018137131109620180220,2018,6,37,55,37,55,264,5,3,1,1,5,0.00,20,5,1,1,0,0,0,,,1109620180220001,6,1,2,,,,,Y,wd,1109620180220,1,,1109620180220001,2,1,S:8AM-8PM,02,,,DARE,1437,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,2,888,56,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220001
,RED DRUM,2018023713wdS:8AM-8PM,2018137131109620180220,2018,6,37,55,37,55,264,5,3,1,1,5,0.00,100,30,1,0,0,0,0,,,1109620180220002,6,1,2,,,,,Y,wd,1109620180220,1,,1109620180220002,,1,S:8AM-8PM,02,,,DARE,1440,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,67,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220002
,RED DRUM,2018023713wdS:8AM-8PM,2018137131109620180220,2018,6,37,55,37,55,264,5,3,1,1,3,0.00,300,50,1,0,0,0,0,,,1109620180220003,6,1,2,,,,,Y,wd,1109620180220,1,,1109620180220003,,1,S:8AM-8PM,02,,,DARE,1445,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,64,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220003
,RED DRUM,2018023713wdS:8AM-8PM,2018137131109620180220,2018,6,37,55,37,55,264,5,3,1,1,3,0.00,180,4,1,1,0,0,0,,,1109620180220004,6,1,2,,,,,Y,wd,1109620180220,1,,1109620180220004,2,1,S:8AM-8PM,02,,,DARE,1505,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,63,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220004
,RED DRUM,2018023713wdS:8AM-8PM,2018137131109620180220,2018,6,37,55,37,55,264,5,3,1,1,3,0.00,100,2,1,0,0,0,0,,,1109620180220005,6,1,2,,,,,Y,wd,1109620180220,1,,1109620180220005,,1,S:8AM-8PM,02,,,DARE,1510,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,52,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220005
BLACK DRUM,RED DRUM,2018023713wdS:8AM-8PM,2018137131109620180220,2018,6,37,55,37,55,264,5,3,1,1,2,0.00,60,10,1,0,0,0,0,,,1109620180220006,6,1,2,,,,,Y,wd,1109620180220,1,,1109620180220006,,1,S:8AM-8PM,02,,,DARE,1516,169290,169288,,1,,8,1,8,19MAR18:13:50,1,8835440901,8835440801,5,3,1,888,77,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220006
,,2018023713wdS:8AM-8PM,2018137131109620180220,2018,5,51,41,37,55,264,5,3,1,1,4,0.00,1,1,1,1,0,0,0,,,1109620180220007,6,1,2,,,,,O,wd,1109620180220,1,,1109620180220007,2,1,S:8AM-8PM,02,,,CHESTERFIELD,1545,,,,1,,8,1,8,19MAR18:13:50,1,,,5,3,1,888,55,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220007
,,2018023713wdS:8AM-8PM,2018137131109620180220,2018,5,51,41,37,55,264,5,3,1,1,4,0.00,1,1,1,2,0,0,0,,,1109620180220008,6,1,2,,,,,O,wd,1109620180220,1,,1109620180220008,2,1,S:8AM-8PM,02,,,CHESTERFIELD,1550,,,,1,,8,2,8,19MAR18:13:50,1,,,5,3,2,888,57,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220008
,RED DRUM,2018023713wdS:8AM-8PM,2018137131109620180220,2018,6,37,69,37,55,264,5,3,1,1,1,0.00,998,98,1,0,0,0,0,,,1109620180220009,6,1,2,,,,,N,wd,1109620180220,1,,1109620180220009,,1,S:8AM-8PM,02,,,,1640,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,52,1,1,,,3341.335431,2018023713wdS:8AM-8PM,,0,1109620180220009
,RED DRUM,2018023713weS:8AM-8PM,2018137131109620180223,2018,6,37,55,37,55,264,5,3,1,1,2,0.00,100,30,1,0,0,0,0,,,1109620180223001,6,1,2,,,,,Y,we,1109620180223,1,,1109620180223001,,1,S:8AM-8PM,02,,,DARE,1155,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,61,1,1,,,2463.7802288,2018023713weS:8AM-8PM,,0,1109620180223001
,RED DRUM,2018023713weS:8AM-8PM,2018137131109620180223,2018,6,37,55,37,55,264,5,3,1,1,2,0.00,100,30,1,0,0,0,0,,,1109620180223002,6,1,2,,,,,Y,we,1109620180223,1,,1109620180223002,,1,S:8AM-8PM,02,,,DARE,1157,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,2,888,59,1,1,,,2463.7802288,2018023713weS:8AM-8PM,,0,1109620180223002
,RED DRUM,2018023713weS:8AM-8PM,2018137131109620180223,2018,6,37,55,37,55,26,5,3,1,1,2.5,0.00,100,20,1,2,1,0,0,,,1109620180223003,6,1,1,,,,,Y,we,1109620180223,1,,1109620180223003,2,1,S:8AM-8PM,02,1,0,DARE,1550,169290,,,1,,8,2,1,19MAR18:13:50,1,8835440901,,5,3,1,888,63,1,1,,,1006.6484871,2018023713weS:8AM-8PM,,0,1109620180223003
,RED DRUM,2018023713weS:8AM-8PM,2018137131109620180223,2018,6,37,55,37,55,26,5,3,1,1,3.5,0.00,250,40,1,1,1,0,0,,,1109620180223004,6,1,1,,,,,Y,we,1109620180223,1,,1109620180223004,2,1,S:8AM-8PM,02,1,0,DARE,1600,169290,,,1,,8,2,1,19MAR18:13:50,1,8835440901,,5,3,1,888,23,1,1,,,1006.6484871,2018023713weS:8AM-8PM,,0,1109620180223004
,RED DRUM,2018023713weS:8AM-8PM,2018137131109620180223,2018,6,37,55,37,55,26,5,3,1,1,2.5,0.00,100,20,1,2,0,0,0,,,1109620180223005,6,1,2,,,,,Y,we,1109620180223,1,,1109620180223005,2,1,S:8AM-8PM,02,0,1,DARE,1605,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,29,1,1,,,1006.6484871,2018023713weS:8AM-8PM,,0,1109620180223005
,RED DRUM,2018023713weS:8AM-8PM,2018137131109620180223,2018,6,37,55,37,55,26,5,3,1,1,3.5,0.00,150,30,1,1,1,0,0,,,1109620180223006,6,1,1,,,,,Y,we,1109620180223,1,,1109620180223006,2,1,S:8AM-8PM,02,1,0,DARE,1608,169290,,,1,,8,1,1,19MAR18:13:50,1,8835440901,,5,3,1,888,24,1,1,,,1006.6484871,2018023713weS:8AM-8PM,,0,1109620180223006
LEFTEYE FLOUNDER GENUS,RED DRUM,2018013723wdS:8AM-8PM,2018137231555820180124,2018,7,12,103,37,31,468,5,3,1,1,1,1.00,15,3,1,0,0,0,0,,,1555820180124001,6,1,2,,,,,O,wd,1555820180124,1,,1555820180124001,,2,S:8AM-8PM,01,,,PINELLAS,1338,169290,172734,,1,,8,1,8,19MAR18:13:50,1,8835440901,8857030300,5,3,1,888,40,1,1,,,1821.7298108,2018013723wdS:8AM-8PM,,0,1555820180124001
LEFTEYE FLOUNDER GENUS,RED DRUM,2018013723wdS:8AM-8PM,2018137231555820180124,2018,7,12,103,37,31,468,5,3,1,1,1,1.00,15,3,1,0,0,0,0,,,1555820180124002,6,1,2,,,,,O,wd,1555820180124,1,,1555820180124002,,2,S:8AM-8PM,01,,,PINELLAS,1339,169290,172734,,1,,8,2,8,19MAR18:13:50,1,8835440901,8857030300,5,3,1,888,12,1,1,,,1821.7298108,2018013723wdS:8AM-8PM,,0,1555820180124002
LEFTEYE FLOUNDER GENUS,RED DRUM,2018013723wdS:8AM-8PM,2018137231555820180124,2018,7,12,103,37,31,468,5,3,1,1,1,1.00,15,3,1,0,0,0,0,,,1555820180124003,6,1,2,,,,,O,wd,1555820180124,1,,1555820180124003,,2,S:8AM-8PM,01,,,PINELLAS,1340,169290,172734,,1,,8,2,8,19MAR18:13:50,1,8835440901,8857030300,5,3,1,888,7,1,1,,,1821.7298108,2018013723wdS:8AM-8PM,,0,1555820180124003
,,2018023723weS:8AM-8PM,2018137231555820180224,2018,6,37,183,37,31,468,5,3,1,1,0.5,0.50,50,0,1,0,0,0,0,,,1555820180224004,6,1,2,,,,,N,we,1555820180224,1,,1555820180224004,,2,S:8AM-8PM,02,,,,1632,,,,1,,8,2,8,19MAR18:13:50,1,,,5,3,1,888,28,1,1,,,4379.4776804,2018023723weS:8AM-8PM,,0,1555820180224004
,,2018023723wdS:8AM-8PM,2018137231555820180228,2018,6,37,67,37,31,468,5,3,1,1,6.5,0.00,5,0,1,0,0,0,0,,,1555820180228001,6,1,2,,,,,N,wd,1555820180228,1,,1555820180228001,,2,S:8AM-8PM,02,,,,1357,,,,1,,8,1,8,19MAR18:13:50,1,,,5,3,1,888,35,1,1,,,1100.3490299,2018023723wdS:8AM-8PM,,0,1555820180228001
,RED DRUM,2018013713wdS:8AM-8PM,2018137131733920180122,2018,6,37,55,37,55,264,5,3,1,1,3,3.00,60,15,1,0,0,0,0,,,1733920180122001,6,1,2,,,,,Y,wd,1733920180122,1,,1733920180122001,,1,S:8AM-8PM,01,,,DARE,1240,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,61,1,1,,,2698.7989069,2018013713wdS:8AM-8PM,,0,1733920180122001
,RED DRUM,2018013713wdS:8AM-8PM,2018137131733920180122,2018,6,37,55,37,55,264,5,3,1,1,1,0.00,100,10,1,0,0,0,0,,,1733920180122002,6,1,2,,,,,Y,wd,1733920180122,1,,1733920180122002,,1,S:8AM-8PM,01,,,DARE,1250,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,64,1,1,,,2698.7989069,2018013713wdS:8AM-8PM,,0,1733920180122002
,RED DRUM,2018013713wdS:8AM-8PM,2018137131733920180122,2018,6,37,1,37,55,264,5,3,1,1,5,0.00,360,55,1,1,0,0,0,,,1733920180122003,6,1,2,,,,,N,wd,1733920180122,1,,1733920180122003,2,1,S:8AM-8PM,01,,,,1305,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,69,1,1,,,2698.7989069,2018013713wdS:8AM-8PM,,0,1733920180122003
,RED DRUM,2018013713wdS:8AM-8PM,2018137131733920180122,2018,6,37,73,37,55,264,5,3,1,1,4,2.00,75,0,1,2,0,0,0,,,1733920180122004,6,1,2,,,,,Y,wd,1733920180122,1,,1733920180122004,2,1,S:8AM-8PM,01,,,GATES,1320,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,66,1,1,,,2698.7989069,2018013713wdS:8AM-8PM,,0,1733920180122004
,RED DRUM,2018013713wdS:8AM-8PM,2018137131733920180122,2018,6,37,55,37,55,264,5,3,1,1,3,0.00,60,30,1,2,0,0,0,,,1733920180122005,6,1,2,,,,,Y,wd,1733920180122,1,,1733920180122005,2,1,S:8AM-8PM,01,,,DARE,1340,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,42,1,1,,,2698.7989069,2018013713wdS:8AM-8PM,,0,1733920180122005
,RED DRUM,2018013713wdS:8AM-8PM,2018137131733920180122,2018,6,37,55,37,55,26,5,3,1,1,1,0.00,200,10,1,0,0,0,0,,,1733920180122006,6,1,2,,,,,Y,wd,1733920180122,1,,1733920180122006,,1,S:8AM-8PM,01,,,DARE,1415,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,28,1,1,,,3151.9634988,2018013713wdS:8AM-8PM,,0,1733920180122006
,RED DRUM,2018013713wdS:8AM-8PM,2018137131733920180122,2018,6,37,55,37,55,26,5,3,1,1,1,0.00,200,10,1,0,0,0,0,,,1733920180122007,6,1,2,,,,,Y,wd,1733920180122,1,,1733920180122007,,1,S:8AM-8PM,01,,,DARE,1425,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,35,1,1,,,3151.9634988,2018013713wdS:8AM-8PM,,0,1733920180122007
,SPINY DOGFISH,2018013713wdS:8AM-8PM,2018137131733920180124,2018,6,37,55,37,55,427,1,3,1,1,3,0.00,250,20,1,1,0,0,0,,,1733920180124001,6,1,2,,,,,Y,wd,1733920180124,4,,1733920180124001,1,1,S:8AM-8PM,01,0,3,DARE,1215,160617,,,1,,8,1,8,19MAR18:13:50,1,8710010201,,0,3,1,888,66,1,1,,,1303.0966582,2018013713wdS:8AM-8PM,,0,1733920180124001
,RED DRUM,2018013713weS:8AM-8PM,2018137131733920180128,2018,5,51,760,37,55,264,5,3,1,1,1.5,0.00,0,0,1,0,0,0,0,,,1733920180128001,6,1,2,,,,,O,we,1733920180128,1,,1733920180128001,,1,S:8AM-8PM,01,,,RICHMOND CITY,1805,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,27,1,1,,,3538.4631189,2018013713weS:8AM-8PM,,0,1733920180128001
,RED DRUM,2018013713weS:8AM-8PM,2018137131733920180128,2018,6,37,55,37,55,264,5,3,1,1,1.5,0.00,60,20,1,0,0,0,0,,,1733920180128002,6,1,2,,,,,Y,we,1733920180128,1,,1733920180128002,,1,S:8AM-8PM,01,,,DARE,1810,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,26,1,1,,,3538.4631189,2018013713weS:8AM-8PM,,0,1733920180128002
,RED DRUM,2018023713weS:8AM-8PM,2018137131733920180204,2018,6,37,55,37,55,808,5,3,1,1,1,0.00,300,50,1,0,0,0,0,,,1733920180204001,6,1,2,,,,,Y,we,1733920180204,1,,1733920180204001,,1,S:8AM-8PM,02,,,DARE,1330,169290,,,1,,8,1,8,19MAR18:13:50,1,8835440901,,5,3,1,888,71,1,1,,,2174.7699761,2018023713weS:8AM-8PM,,0,1733920180204001
,,2018023713wdS:8AM-8PM,2018137131754920180221,2018,6,37,55,37,55,427,1,3,1,1,3,,25,0,1,0,0,0,0,,,1754920180221003,6,1,2,,,,,Y,wd,1754920180221,4,,1754920180221003,,1,S:8AM-8PM,02,,,DARE,1443,,,,1,,8,1,8,19MAR18:13:50,1,,,0,3,1,888,31,1,1,,,1720.0594438,2018023713wdS:8AM-8PM,,0,1754920180221003
,,2018023713wdS:8AM-8PM,2018137131754920180221,2018,5,51,81,37,55,427,1,3,1,1,3,,0,0,1,0,0,0,0,,,1754920180221004,6,1,2,,,,,O,wd,1754920180221,4,,1754920180221004,,1,S:8AM-8PM,02,,,,1444,,,,1,,8,1,8,19MAR18:13:50,1,,,0,3,1,888,43,1,1,,,1720.0594438,2018023713wdS:8AM-8PM,,0,1754920180221004
,,2018023713wdS:8AM-8PM,2018137131754920180221,2018,4,25,9,37,55,427,1,3,1,1,1,,1,1,1,0,0,0,0,,,1754920180221005,6,1,2,,,,,O,wd,1754920180221,4,,1754920180221005,,1,S:8AM-8PM,02,,,ESSEX,1528,,,,1,,8,2,8,19MAR18:13:50,1,,,0,3,1,888,8,1,1,,,1720.0594438,2018023713wdS:8AM-8PM,,0,1754920180221005
,,2018023713wdS:8AM-8PM,2018137131754920180221,2018,4,25,9,37,55,427,1,3,1,1,1,,1,1,1,0,0,0,0,,,1754920180221006,6,1,2,,,,,O,wd,1754920180221,4,,1754920180221006,,1,S:8AM-8PM,02,,,ESSEX,1529,,,,1,,8,2,8,19MAR18:13:50,1,,,0,3,1,888,9,1,1,,,1720.0594438,2018023713wdS:8AM-8PM,,0,1754920180221006
,,2018023713wdS:8AM-8PM,2018137131754920180221,2018,6,37,125,37,55,427,1,3,1,1,6,,8,8,1,0,0,0,0,,,1754920180221007,6,1,2,,,,,N,wd,1754920180221,4,,1754920180221007,,1,S:8AM-8PM,02,,,,1539,,,,1,,8,1,8,19MAR18:13:50,1,,,0,3,1,888,43,1,1,,,1720.0594438,2018023713wdS:8AM-8PM,,0,1754920180221007
,,2018023713wdS:8AM-8PM,2018137131754920180221,2018,6,37,81,37,55,427,1,3,1,1,6,,180,21,1,0,0,0,0,,,1754920180221008,6,1,2,,,,,N,wd,1754920180221,4,,1754920180221008,,1,S:8AM-8PM,02,,,,1540,,,,1,,8,1,8,19MAR18:13:50,1,,,0,3,1,888,40,1,1,,,1720.0594438,2018023713wdS:8AM-8PM,,0,1754920180221008
,,2018023713wdS:8AM-8PM,2018137131754920180221,2018,6,37,53,37,55,427,1,3,1,1,6,,100,10,1,0,0,0,0,,,1754920180221009,6,1,2,,,,,Y,wd,1754920180221,4,,1754920180221009,,1,S:8AM-8PM,02,,,CURRITUCK,1623,,,,1,,8,1,8,19MAR18:13:50,1,,,0,3,1,888,55,1,1,,,1720.0594438,2018023713wdS:8AM-8PM,,0,1754920180221009
,SPOTTED SEATROUT,2018023713wdS:8AM-8PM,2018137131772520180222,2018,6,37,55,37,55,26,5,3,1,1,0.5,1.50,30,0,1,0,0,0,0,,,1772520180222001,6,1,2,,,,,Y,wd,1772520180222,1,,1772520180222001,,1,S:8AM-8PM,02,,,DARE,1645,169239,,,1,,8,1,8,19MAR18:13:50,1,8835440102,,5,3,1,888,76,1,1,,,1643.4963686,2018023713wdS:8AM-8PM,,0,1772520180222001
,RED DRUM,2018023713wdS:8AM-8PM,2018137131772520180228,2018,6,37,55,37,55,26,5,3,1,1,0.5,1.50,25,15,1,0,0,0,0,,,1772520180228001,6,1,2,,,,,Y,wd,1772520180228,1,,1772520180228001,,1,S:8AM-8PM,02,,,DARE,1635,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,23,1,1,,,1632.104045,2018023713wdS:8AM-8PM,,0,1772520180228001
,RED DRUM,2018023713wdS:8AM-8PM,2018137131772520180228,2018,6,37,55,37,55,26,5,3,1,1,0.5,1.50,25,10,1,0,0,0,0,,,1772520180228002,6,1,2,,,,,Y,wd,1772520180228,1,,1772520180228002,,1,S:8AM-8PM,02,,,DARE,1636,169290,,,1,,8,2,8,19MAR18:13:50,1,8835440901,,5,3,1,888,22,1,1,,,1632.104045,2018023713wdS:8AM-8PM,,0,1772520180228002
,,2018013723weS:8AM-8PM,2018137231104320180120,2018,6,37,133,37,133,110,5,3,2,5,2,0.00,10,0,1,0,0,0,0,,,1104320180120001,6,1,2,,,,,Y,we,1104320180120,3,,1104320180120001,,2,S:8AM-8PM,01,,,ONSLOW,1527,,,,1,,8,2,8,19MAR18:13:50,8,,,5,3,1,888,38,Y,1,,,5816.1531696,2018013723weS:8AM-8PM,,0,1104320180120001
,STRIPED BASS,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,133,37,133,672,5,3,3,5,2,0.00,60,3,1,0,0,0,0,,,1104420180121001,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121001,,2,S:8AM-8PM,01,,,ONSLOW,1215,167680,,,1,,8,1,8,19MAR18:13:50,8,8835020102,,5,3,1,888,42,D,1,,,778.15019742,2018013723weS:8AM-8PM,,0,1104420180121001
,STRIPED BASS,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,133,37,133,672,5,3,3,5,2,0.00,30,3,1,0,0,0,0,,,1104420180121002,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121002,,2,S:8AM-8PM,01,,,ONSLOW,1216,167680,,,1,,8,2,8,19MAR18:13:50,8,8835020102,,5,3,2,888,10,D,1,,,778.15019742,2018013723weS:8AM-8PM,,0,1104420180121002
,STRIPED BASS,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,133,37,133,672,5,3,3,5,2,0.00,30,3,1,0,0,0,0,,,1104420180121003,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121003,,2,S:8AM-8PM,01,,,ONSLOW,1217,167680,,,1,,8,2,8,19MAR18:13:50,8,8835020102,,5,3,2,888,12,D,1,,,778.15019742,2018013723weS:8AM-8PM,,0,1104420180121003
,STRIPED BASS,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,133,37,133,672,5,3,3,5,2,0.00,30,3,1,0,0,0,0,,,1104420180121004,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121004,,2,S:8AM-8PM,01,,,ONSLOW,1218,167680,,,1,,8,2,8,19MAR18:13:50,8,8835020102,,5,3,2,888,8,D,1,,,778.15019742,2018013723weS:8AM-8PM,,0,1104420180121004
,STRIPED BASS,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,133,37,133,672,5,3,3,5,2,0.00,30,3,1,0,0,0,0,,,1104420180121005,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121005,,2,S:8AM-8PM,01,,,ONSLOW,1219,167680,,,1,,8,2,8,19MAR18:13:50,8,8835020102,,5,3,2,888,45,D,1,,,778.15019742,2018013723weS:8AM-8PM,,0,1104420180121005
,STRIPED BASS,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,55,37,133,672,5,3,3,5,2,0.00,50,4,1,0,0,0,0,,,1104420180121006,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121006,,2,S:8AM-8PM,01,,,DARE,1220,167680,,,1,,8,1,8,19MAR18:13:50,8,8835020102,,5,3,1,888,30,D,1,,,778.15019742,2018013723weS:8AM-8PM,,0,1104420180121006
,LEFTEYE FLOUNDER GENUS,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,141,37,133,672,5,3,3,5,1.5,0.00,4,1,1,0,0,0,0,,,1104420180121007,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121007,,2,S:8AM-8PM,01,,,PENDER,1449,172734,,,1,,8,1,8,19MAR18:13:50,8,8857030300,,5,3,1,888,62,D,1,,,568.72446022,2018013723weS:8AM-8PM,,0,1104420180121007
,,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,133,37,133,672,5,3,3,5,1.5,0.00,4,1,1,0,0,0,0,,,1104420180121008,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121008,,2,S:8AM-8PM,01,,,ONSLOW,1450,,,,1,,8,2,8,19MAR18:13:50,8,,,5,3,1,,9,D,2,,,568.72446022,2018013723weS:8AM-8PM,,0,1104420180121008
,,2018013723weS:8AM-8PM,2018137231104420180121,2018,6,37,133,37,133,672,5,3,3,5,1.5,0.00,3,0,1,0,0,0,0,,,1104420180121009,6,1,2,,,,,Y,we,1104420180121,1,,1104420180121009,,2,S:8AM-8PM,01,,,ONSLOW,1451,,,,1,,8,2,8,19MAR18:13:50,8,,,5,3,1,888,5,D,1,,,568.72446022,2018013723weS:8AM-8PM,,0,1104420180121009
,,2018013723weS:8AM-8PM,2018137231104420180121,2018,5,51,25,37,133,672,5,3,3,5,1,0.00,60,1,1,0,0,0,0,,,1104420180121010,6,1,2,,,,,O,we,1104420180121,1,,1104420180121010,,2,S:8AM-8PM,01,,,,1456,,,,1,,8,1,8,19MAR18:13:50,8,,,5,3,1,888,69,D,1,,,568.72446022,2018013723weS:8AM-8PM,,0,1104420180121010
,,2018013723weS:8AM-8PM,2018137231104420180121,2018,5,51,25,37,133,672,5,3,3,5,1,0.00,60,1,1,0,0,0,0,,,1104420180121011,6,1,2,,,,,O,we,1104420180121,1,,1104420180121011,,2,S:8AM-8PM,01,,,,1457,,,,1,,8,2,8,19MAR18:13:50,8,,,5,3,2,888,71,D,1,,,568.72446022,2018013723weS:8AM-8PM,,0,1104420180121011
