common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag
LITTLE TUNNY,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218014,6,1,we,8850030102,0,1,0,0,0,1,0,0,0,0,6,02,7611.5772299,8,7611.5772299,1,0,0,0,2018021267weS:8AM-8PM,,0
REQUIEM SHARK FAMILY,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218016,6,1,we,8708020000,0,1,0,0,0,1,0,0,0,0,6,02,1193.185738,8,1193.185738,1,0,0,0,2018021267weS:8AM-8PM,,0
BLACK SEA BASS,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218016,6,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,6,02,1193.185738,8,1193.185738,1,0,0,0,2018021267weS:8AM-8PM,,0
LANE SNAPPER,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218016,6,1,we,8835360112,0.9346352491,0,0,1,0,0,304.6910912,0.5233957395,0,0,6,02,1193.185738,8,1193.185738,0.9346352491,0.5233957395,304.6910912,0.9346352491,2018021267weS:8AM-8PM,,0
REQUIEM SHARK FAMILY,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218017,6,1,we,8708020000,0,2,0,0,0,2,0,0,0,0,6,02,1193.185738,8,1193.185738,2,0,0,0,2018021267weS:8AM-8PM,,0
BLACK SEA BASS,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218017,6,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,6,02,1193.185738,8,1193.185738,1,0,0,0,2018021267weS:8AM-8PM,,0
LANE SNAPPER,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218017,6,1,we,8835360112,0.9346352491,0,0,1,0,0,248.61297625,0.2616978697,0,0,6,02,1193.185738,8,1193.185738,0.9346352491,0.2616978697,248.61297625,0.9346352491,2018021267weS:8AM-8PM,,0
REQUIEM SHARK FAMILY,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218018,6,1,we,8708020000,0,1,0,0,0,1,0,0,0,0,6,02,1193.185738,8,1193.185738,1,0,0,0,2018021267weS:8AM-8PM,,0
BLACK SEA BASS,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218018,6,1,we,8835020301,0,1,0,0,0,1,0,0,0,0,6,02,1193.185738,8,1193.185738,1,0,0,0,2018021267weS:8AM-8PM,,0
,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218030,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,02,1547.3876607,8,1547.3876607,0,0,0,0,2018021267weS:8AM-8PM,,0
,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218031,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,02,1547.3876607,8,1547.3876607,0,0,0,0,2018021267weS:8AM-8PM,,0
,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218032,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,02,1193.185738,8,1193.185738,0,0,0,0,2018021267weS:8AM-8PM,,0
WAHOO,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218033,6,1,we,8850030601,0.9346352491,0,0,1,0,0,867.34151113,3.8320045212,0,0,6,02,1193.185738,8,1193.185738,0.9346352491,3.8320045212,867.34151113,0.9346352491,2018021267weS:8AM-8PM,,0
BLACK SEA BASS,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218037,6,1,we,8835020301,9.3463524907,2,0,10,0,2,3327.3014867,5.3897299363,0,0,6,02,1193.185738,8,1193.185738,11.346352491,5.3897299363,3327.3014867,9.3463524907,2018021267weS:8AM-8PM,,0
,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218038,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,02,1193.185738,8,1193.185738,0,0,0,0,2018021267weS:8AM-8PM,,0
KING MACKEREL,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218039,6,1,we,8850030501,0,3,0,0,0,3,0,0,0,0,6,02,1193.185738,8,1193.185738,3,0,0,0,2018021267weS:8AM-8PM,,0
GRUNT FAMILY,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218040,6,1,we,8835400000,0,1,0,0,0,1,0,0,0,0,6,02,1193.185738,8,1193.185738,1,0,0,0,2018021267weS:8AM-8PM,,0
GRUNT FAMILY,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218041,6,1,we,8835400000,0,1,0,0,0,1,0,0,0,0,6,02,1193.185738,8,1193.185738,1,0,0,0,2018021267weS:8AM-8PM,,0
,2018021267weS:8AM-8PM,2018112671575520180218,2018,12,7,2,1575520180218042,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,02,1193.185738,8,1193.185738,0,0,0,0,2018021267weS:8AM-8PM,,0
MULLET GENUS,2018021267wdS:8AM-8PM,2018112671575520180226,2018,12,7,2,1575520180226021,6,1,wd,8836010100,0,6,6,0,6,6,0,0,0,0,6,02,813.08817932,8,813.08817932,12,0,0,6,2018021267wdS:8AM-8PM,,0
GREAT BARRACUDA,2018021267wdS:8AM-8PM,2018112671575520180226,2018,12,7,2,1575520180226021,6,1,wd,8837010104,0,1,0,0,0,1,0,0,0,0,6,02,813.08817932,8,813.08817932,1,0,0,0,2018021267wdS:8AM-8PM,,0
,2018021267wdS:8AM-8PM,2018112671575520180226,2018,12,7,2,1575520180226022,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,02,813.08817932,8,813.08817932,0,0,0,0,2018021267wdS:8AM-8PM,,0
DOLPHIN,2018021267wdS:8AM-8PM,2018112671575520180226,2018,12,7,2,1575520180226025,6,1,wd,8835290101,1.0000000704,1,0,1,0,1,629.00004427,2.1800001534,0,0,6,02,1214.0177811,8,1214.0177811,2.0000000704,2.1800001534,629.00004427,1.0000000704,2018021267wdS:8AM-8PM,,0
DOLPHIN,2018021267wdS:8AM-8PM,2018112671575520180226,2018,12,7,2,1575520180226026,6,1,wd,8835290101,1.0000000704,0,0,1,0,0,796.00005603,3.9200002759,0,0,6,02,1214.0177811,8,1214.0177811,1.0000000704,3.9200002759,796.00005603,1.0000000704,2018021267wdS:8AM-8PM,,0
DOLPHIN,2018021257wdS:8AM-8PM,2018112571576020180208,2018,12,7,2,1576020180208001,6,1,wd,8835290101,1.0000000704,0,0,1,0,0,866.00006096,6.0600004266,0,0,5,02,11065.788383,8,11065.788383,1.0000000704,6.0600004266,866.00006096,1.0000000704,2018021257wdS:8AM-8PM,,0
LITTLE TUNNY,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217001,6,1,we,8850030102,0,2,0,0,0,2,0,0,0,0,5,02,9538.8416261,8,9538.8416261,2,0,0,0,2018021257weS:8AM-8PM,,0
GRAY TRIGGERFISH,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217001,6,1,we,8860020201,0,1,0,0,0,1,0,0,0,0,5,02,9538.8416261,8,9538.8416261,1,0,0,0,2018021257weS:8AM-8PM,,0
UNIDENTIFIED EEL,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217006,6,1,we,8741000000,0,2,0,0,0,2,0,0,0,0,5,02,7275.3266927,8,7275.3266927,2,0,0,0,2018021257weS:8AM-8PM,,0
BIGEYE FAMILY,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217006,6,1,we,8835170000,0,1,0,0,0,1,0,0,0,0,5,02,7275.3266927,8,7275.3266927,1,0,0,0,2018021257weS:8AM-8PM,,0
BIGEYE FAMILY,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217007,6,1,we,8835170000,0,1,0,0,0,1,0,0,0,0,5,02,7275.3266927,8,7275.3266927,1,0,0,0,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217007,6,1,we,8835360401,0,2,0,0,0,2,0,0,0,0,5,02,7275.3266927,8,7275.3266927,2,0,0,0,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217011,6,1,we,8835360401,0.9889584194,0,0,1,0,0,272.95252376,0.3758041994,0,0,5,02,7275.3266927,8,7275.3266927,0.9889584194,0.3758041994,272.95252376,0.9889584194,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217012,6,1,we,8835360401,0,3,2,0,2,3,0,0,580,0.92,5,02,7275.3266927,8,7275.3266927,5,0.92,580,2,2018021257weS:8AM-8PM,,0
RED GROUPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217025,6,1,we,8835020408,0,1,0,0,0,1,0,0,0,0,5,02,5897.7187355,8,5897.7187355,1,0,0,0,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217025,6,1,we,8835360401,0,3,0,0,0,3,0,0,0,0,5,02,5897.7187355,8,5897.7187355,3,0,0,0,2018021257weS:8AM-8PM,,0
GRUNT FAMILY,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217025,6,1,we,8835400000,0,10,0,0,0,10,0,0,0,0,5,02,5897.7187355,8,5897.7187355,10,0,0,0,2018021257weS:8AM-8PM,,0
GREATER AMBERJACK,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217028,6,1,we,8835280801,0,1,0,0,0,1,0,0,0,0,5,02,4544.4845248,8,4544.4845248,1,0,0,0,2018021257weS:8AM-8PM,,0
GRAY SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217028,6,1,we,8835360102,3.4244694594,0,0,5,0,0,1343.076922,3.2190012918,0,0,5,02,4544.4845248,8,4544.4845248,3.4244694594,3.2190012918,1343.076922,3.4244694594,2018021257weS:8AM-8PM,,0
SAILORS CHOICE,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217028,6,1,we,8835400117,0.6848938919,0,0,1,0,0,275.32734453,0.8492684259,0,0,5,02,4544.4845248,8,4544.4845248,0.6848938919,0.8492684259,275.32734453,0.6848938919,2018021257weS:8AM-8PM,,0
GREAT BARRACUDA,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217028,6,1,we,8837010104,3.4244694594,0,0,5,0,0,2950.5228862,14.930686843,0,0,5,02,4544.4845248,8,4544.4845248,3.4244694594,14.930686843,2950.5228862,3.4244694594,2018021257weS:8AM-8PM,,0
OCEAN TRIGGERFISH,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217028,6,1,we,8860020502,0.6848938919,0,2,1,2,0,252.49754814,0.7944769146,737.33333333,2.32,5,02,4544.4845248,8,4544.4845248,2.6848938919,3.1144769146,989.83088147,2.6848938919,2018021257weS:8AM-8PM,,0
GREATER AMBERJACK,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217029,6,1,we,8835280801,0,1,0,0,0,1,0,0,0,0,5,02,4544.4845248,8,4544.4845248,1,0,0,0,2018021257weS:8AM-8PM,,0
BLACK GROUPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217030,6,1,we,8835020502,0,1,0,0,0,1,0,0,0,0,5,02,3191.2503141,8,3191.2503141,1,0,0,0,2018021257weS:8AM-8PM,,0
YELLOW JACK,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217030,6,1,we,8835280301,0.9753198234,2,0,1,0,2,316.97894261,0.7607494623,0,0,5,02,3191.2503141,8,3191.2503141,2.9753198234,0.7607494623,316.97894261,0.9753198234,2018021257weS:8AM-8PM,,0
MUTTON SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217030,6,1,we,8835360103,0,3,0,0,0,3,0,0,0,0,5,02,3191.2503141,8,3191.2503141,3,0,0,0,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217030,6,1,we,8835360401,0,3,0,0,0,3,0,0,0,0,5,02,3191.2503141,8,3191.2503141,3,0,0,0,2018021257weS:8AM-8PM,,0
PORGY FAMILY,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217030,6,1,we,8835430000,0,2,0,0,0,2,0,0,0,0,5,02,3191.2503141,8,3191.2503141,2,0,0,0,2018021257weS:8AM-8PM,,0
JOLTHEAD PORGY,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217030,6,1,we,8835430502,1.9506396468,0,0,2,0,0,596.89573192,1.1313709951,0,0,5,02,3191.2503141,8,3191.2503141,1.9506396468,1.1313709951,596.89573192,1.9506396468,2018021257weS:8AM-8PM,,0
RED GROUPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217031,6,1,we,8835020408,0,1,0,0,0,1,0,0,0,0,5,02,3191.2503141,8,3191.2503141,1,0,0,0,2018021257weS:8AM-8PM,,0
YELLOW JACK,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217031,6,1,we,8835280301,0,1,0,0,0,1,0,0,0,0,5,02,3191.2503141,8,3191.2503141,1,0,0,0,2018021257weS:8AM-8PM,,0
MUTTON SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217031,6,1,we,8835360103,0,3,0,0,0,3,0,0,0,0,5,02,3191.2503141,8,3191.2503141,3,0,0,0,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217031,6,1,we,8835360401,0.9753198234,2,0,1,0,2,271.13891091,0.3511151364,0,0,5,02,3191.2503141,8,3191.2503141,2.9753198234,0.3511151364,271.13891091,0.9753198234,2018021257weS:8AM-8PM,,0
SPANISH MACKEREL,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217031,6,1,we,8850030502,0.9753198234,0,0,1,0,0,495.46247029,1.0143326163,0,0,5,02,3191.2503141,8,3191.2503141,0.9753198234,1.0143326163,495.46247029,0.9753198234,2018021257weS:8AM-8PM,,0
PUFFER GENUS,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217031,6,1,we,8861010200,0,2,0,0,0,2,0,0,0,0,5,02,3191.2503141,8,3191.2503141,2,0,0,0,2018021257weS:8AM-8PM,,0
GREAT BARRACUDA,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217038,6,1,we,8837010104,5.8519189404,0,0,6,0,0,4237.7646327,16.687722178,0,0,5,02,3191.2503141,8,3191.2503141,5.8519189404,16.687722178,4237.7646327,5.8519189404,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217039,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,3191.2503141,8,3191.2503141,0,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217040,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,3191.2503141,8,3191.2503141,0,0,0,0,2018021257weS:8AM-8PM,,0
RED GROUPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217044,6,1,we,8835020408,0,2,0,0,0,2,0,0,0,0,5,02,5897.7187355,8,5897.7187355,2,0,0,0,2018021257weS:8AM-8PM,,0
BLACK GROUPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217044,6,1,we,8835020502,0,1,0,0,0,1,0,0,0,0,5,02,5897.7187355,8,5897.7187355,1,0,0,0,2018021257weS:8AM-8PM,,0
GRAY SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217044,6,1,we,8835360102,0,4,0,0,0,4,0,0,0,0,5,02,5897.7187355,8,5897.7187355,4,0,0,0,2018021257weS:8AM-8PM,,0
GREAT BARRACUDA,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217044,6,1,we,8837010104,0,2,0,0,0,2,0,0,0,0,5,02,5897.7187355,8,5897.7187355,2,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217046,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,3191.2503141,8,3191.2503141,0,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217047,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,3191.2503141,8,3191.2503141,0,0,0,0,2018021257weS:8AM-8PM,,0
HOUNDFISH,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217048,6,1,we,8803020302,0.9864691135,0,0,1,0,0,623.44847976,0.2762113518,0,0,5,02,5897.7187355,8,5897.7187355,0.9864691135,0.2762113518,623.44847976,0.9864691135,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217048,6,1,we,8835360401,1.9729382271,1,0,2,0,1,585.96265344,0.9272809667,0,0,5,02,5897.7187355,8,5897.7187355,2.9729382271,0.9272809667,585.96265344,1.9729382271,2018021257weS:8AM-8PM,,0
LITTLE TUNNY,2018021257weS:8AM-8PM,2018112571576020180217,2018,12,7,2,1576020180217048,6,1,we,8850030102,0.9864691135,0,0,1,0,0,310.73777076,0.512963939,0,0,5,02,5897.7187355,8,5897.7187355,0.9864691135,0.512963939,310.73777076,0.9864691135,2018021257weS:8AM-8PM,,0
WHITE GRUNT,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218001,6,1,we,8835400102,0.987429049,1,0,1,0,1,219.20924888,0.2369829718,0,0,5,02,6362.2877247,8,6362.2877247,1.987429049,0.2369829718,219.20924888,0.987429049,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218002,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,6362.2877247,8,6362.2877247,0,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218009,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,4403.119114,8,4403.119114,0,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218010,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,4403.119114,8,4403.119114,0,0,0,0,2018021257weS:8AM-8PM,,0
DOLPHIN,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218013,6,1,we,8835290101,0.9755754046,0,0,1,0,0,599.97887385,1.9706623174,0,0,5,02,3225.1780073,8,3225.1780073,0.9755754046,1.9706623174,599.97887385,0.9755754046,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218014,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,3225.1780073,8,3225.1780073,0,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218015,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,3225.1780073,8,3225.1780073,0,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218016,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,3225.1780073,8,3225.1780073,0,0,0,0,2018021257weS:8AM-8PM,,0
SEA BASS FAMILY,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218017,6,1,we,8835020000,0,1,0,0,0,1,0,0,0,0,5,02,3773.2572302,8,3773.2572302,1,0,0,0,2018021257weS:8AM-8PM,,0
GREAT BARRACUDA,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218017,6,1,we,8837010104,0.9790673096,0,0,1,0,0,504.21966445,0.8811605786,0,0,5,02,3773.2572302,8,3773.2572302,0.9790673096,0.8811605786,504.21966445,0.9790673096,2018021257weS:8AM-8PM,,0
KING MACKEREL,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218017,6,1,we,8850030501,0.9790673096,0,0,1,0,0,543.38235683,1.2336248101,0,0,5,02,3773.2572302,8,3773.2572302,0.9790673096,1.2336248101,543.38235683,0.9790673096,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218018,6,1,we,8835360401,0.9790673096,0,0,1,0,0,374.00371227,0.607021732,0,0,5,02,3773.2572302,8,3773.2572302,0.9790673096,0.607021732,374.00371227,0.9790673096,2018021257weS:8AM-8PM,,0
GREAT BARRACUDA,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218018,6,1,we,8837010104,0.9790673096,0,0,1,0,0,567.85903957,1.2336248101,0,0,5,02,3773.2572302,8,3773.2572302,0.9790673096,1.2336248101,567.85903957,0.9790673096,2018021257weS:8AM-8PM,,0
YELLOW JACK,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218019,6,1,we,8835280301,0.9706537126,0,0,1,0,0,662.95648572,4.2902894098,0,0,5,02,2677.0987844,8,2677.0987844,0.9706537126,4.2902894098,662.95648572,0.9706537126,2018021257weS:8AM-8PM,,0
GREAT BARRACUDA,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218019,6,1,we,8837010104,0.9706537126,0,0,1,0,0,886.20683962,4.4650070781,0,0,5,02,2677.0987844,8,2677.0987844,0.9706537126,4.4650070781,886.20683962,0.9706537126,2018021257weS:8AM-8PM,,0
GRAY SNAPPER,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218020,6,1,we,8835360102,0.9706537126,0,0,1,0,0,386.32017762,0.6406314503,0,0,5,02,2677.0987844,8,2677.0987844,0.9706537126,0.6406314503,386.32017762,0.9706537126,2018021257weS:8AM-8PM,,0
GREAT BARRACUDA,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218021,6,1,we,8837010104,0.9706537126,0,0,1,0,0,671.69236913,1.9024812767,0,0,5,02,2677.0987844,8,2677.0987844,0.9706537126,1.9024812767,671.69236913,0.9706537126,2018021257weS:8AM-8PM,,0
BALLYHOO,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218022,6,1,we,8803010201,0,0,24,0,24,0,0,0,8736,3.36,5,02,3773.2572302,8,3773.2572302,24,3.36,8736,24,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218022,6,1,we,8835360401,1.9581346192,3,0,2,0,3,554.15209724,0.8811605786,0,0,5,02,3773.2572302,8,3773.2572302,4.9581346192,0.8811605786,554.15209724,1.9581346192,2018021257weS:8AM-8PM,,0
WHITE GRUNT,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218022,6,1,we,8835400102,0.9790673096,2,0,1,0,2,241.82962547,0.3133015391,0,0,5,02,3773.2572302,8,3773.2572302,2.9790673096,0.3133015391,241.82962547,0.9790673096,2018021257weS:8AM-8PM,,0
LITTLE TUNNY,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218022,6,1,we,8850030102,0,0,1,0,1,0,0,0,377,0.76,5,02,3773.2572302,8,3773.2572302,1,0.76,377,1,2018021257weS:8AM-8PM,,0
GRAY TRIGGERFISH,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218022,6,1,we,8860020201,0,1,0,0,0,1,0,0,0,0,5,02,3773.2572302,8,3773.2572302,1,0,0,0,2018021257weS:8AM-8PM,,0
HOUNDFISH,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218023,6,1,we,8803020302,0,1,0,0,0,1,0,0,0,0,5,02,3773.2572302,8,3773.2572302,1,0,0,0,2018021257weS:8AM-8PM,,0
ROCK HIND,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218023,6,1,we,8835020402,0,1,0,0,0,1,0,0,0,0,5,02,3773.2572302,8,3773.2572302,1,0,0,0,2018021257weS:8AM-8PM,,0
RED GROUPER,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218023,6,1,we,8835020408,0,1,0,0,0,1,0,0,0,0,5,02,3773.2572302,8,3773.2572302,1,0,0,0,2018021257weS:8AM-8PM,,0
YELLOWTAIL SNAPPER,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218023,6,1,we,8835360401,1.9581346192,2,0,2,0,2,575.69157805,0.920323271,0,0,5,02,3773.2572302,8,3773.2572302,3.9581346192,0.920323271,575.69157805,1.9581346192,2018021257weS:8AM-8PM,,0
WHITE GRUNT,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218023,6,1,we,8835400102,0.9790673096,0,0,1,0,0,241.82962547,0.3133015391,0,0,5,02,3773.2572302,8,3773.2572302,0.9790673096,0.3133015391,241.82962547,0.9790673096,2018021257weS:8AM-8PM,,0
PARROTFISH FAMILY,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218023,6,1,we,8839030000,0,1,0,0,0,1,0,0,0,0,5,02,3773.2572302,8,3773.2572302,1,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218026,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,2677.0987844,8,2677.0987844,0,0,0,0,2018021257weS:8AM-8PM,,0
,2018021257weS:8AM-8PM,2018112571576020180218,2018,12,7,2,1576020180218027,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,2677.0987844,8,2677.0987844,0,0,0,0,2018021257weS:8AM-8PM,,0
REQUIEM SHARK FAMILY,2018021277weS:8AM-8PM,2018112771577420180210,2018,12,7,2,1577420180210010,6,1,we,8708020000,0,2,0,0,0,2,0,0,0,0,7,02,15022.94889,8,15022.94889,2,0,0,0,2018021277weS:8AM-8PM,,0
VERMILION SNAPPER,2018021277weS:8AM-8PM,2018112771577420180210,2018,12,7,2,1577420180210010,6,1,we,8835360501,0,1,0,0,0,1,0,0,0,0,7,02,15022.94889,8,15022.94889,1,0,0,0,2018021277weS:8AM-8PM,,0
TOMTATE,2018021277weS:8AM-8PM,2018112771577420180210,2018,12,7,2,1577420180210010,6,1,we,8835400101,0,4,0,0,0,4,0,0,0,0,7,02,15022.94889,8,15022.94889,4,0,0,0,2018021277weS:8AM-8PM,,0
RED DRUM,2018021277weS:8AM-8PM,2018112771577420180210,2018,12,7,2,1577420180210010,6,1,we,8835440901,0,0,1,0,1,0,0,0,472,1.14,7,02,15022.94889,8,15022.94889,1,1.14,472,1,2018021277weS:8AM-8PM,,0
