prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,new_list,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,MODE2001,TURTLE,GENDER,REEFCODE,AGE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,STRIPED BASS,2018113613wdS:8AM-8PM,2018636131770720181113,2018,5,36,103,36,103,5,2,3,5,5,1,,40,15,1,0,0,0,0,,,1770720181113002,5,6,2,,,,,Y,wd,,1770720181113,1,1770720181113002,,1,S:8AM-8PM,11,,,SUFFOLK,1421,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,2,,1,,51,,2,,,4165.0607027,2018113613wdS:8AM-8PM,,0,1770720181113002
,STRIPED BASS,2018113613wdS:8AM-8PM,2018636131770720181113,2018,5,36,103,36,103,5,2,3,5,5,0.5,0.00,200,40,1,1,0,0,0,,,1770720181113003,5,6,2,,,,,Y,wd,,1770720181113,1,1770720181113003,2,1,S:8AM-8PM,11,,,SUFFOLK,1651,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,45,,2,,,4165.0607027,2018113613wdS:8AM-8PM,,0,1770720181113003
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770720181124,2018,5,36,103,36,103,5,2,3,5,5,1,,10,5,1,0,0,0,0,,,1770720181124001,5,6,2,,,,,Y,we,,1770720181124,1,1770720181124001,,1,S:8AM-8PM,11,,,SUFFOLK,858,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,27,,2,,,13384.159766,2018113613weS:8AM-8PM,,0,1770720181124001
,,2018113613weS:8AM-8PM,2018636131770720181124,2018,5,42,91,36,103,5,2,3,5,5,3,,1,0,1,0,0,0,0,,,1770720181124002,5,6,2,,,,,O,we,,1770720181124,1,1770720181124002,,1,S:8AM-8PM,11,,,,917,,,,1,,8,2,8,17JAN19:08:35,8,,,2,,1,,45,,2,,,13384.159766,2018113613weS:8AM-8PM,,0,1770720181124002
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770720181124,2018,5,36,103,36,103,5,2,3,5,5,6,0.00,21,8,1,1,0,0,0,,,1770720181124003,5,6,2,,,,,Y,we,,1770720181124,1,1770720181124003,2,1,S:8AM-8PM,11,0,1,SUFFOLK,1209,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,25,,2,,,300.92789663,2018113613weS:8AM-8PM,,0,1770720181124003
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770720181124,2018,5,36,103,36,103,5,2,3,5,5,6,,30,3,1,0,0,0,0,,,1770720181124004,5,6,2,,,,,Y,we,,1770720181124,1,1770720181124004,,1,S:8AM-8PM,11,,,SUFFOLK,1210,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,25,,2,,,300.92789663,2018113613weS:8AM-8PM,,0,1770720181124004
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770720181124,2018,5,36,103,36,103,5,2,3,5,5,6,,30,0,1,0,0,0,0,,,1770720181124005,5,6,2,,,,,Y,we,,1770720181124,1,1770720181124005,,1,S:8AM-8PM,11,,,SUFFOLK,1211,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,34,,2,,,300.92789663,2018113613weS:8AM-8PM,,0,1770720181124005
,,2018113613weS:8AM-8PM,2018636131770720181124,2018,5,36,61,36,103,5,2,3,5,5,1,,3,1,1,0,0,0,0,,,1770720181124006,5,6,2,,,,,Y,we,,1770720181124,1,1770720181124006,,1,S:8AM-8PM,11,,,NEW YORK,1217,,,,1,,8,2,8,17JAN19:08:35,8,,,2,,1,,43,,2,,,300.92789663,2018113613weS:8AM-8PM,,0,1770720181124006
,,2018113613weS:8AM-8PM,2018636131770720181124,2018,3,53,33,36,103,5,2,3,5,5,1,,1,0,1,0,0,0,0,,,1770720181124007,5,6,2,,,,,O,we,,1770720181124,1,1770720181124007,,1,S:8AM-8PM,11,,,KING,1218,,,,1,,8,2,8,17JAN19:08:35,8,,,2,,1,,44,,2,,,300.92789663,2018113613weS:8AM-8PM,,0,1770720181124007
,,2018113613weS:8AM-8PM,2018636131770720181124,2018,4,9,3,36,103,5,2,3,5,5,1,,1,0,1,0,0,0,0,,,1770720181124008,5,6,2,,,,,O,we,,1770720181124,1,1770720181124008,,1,S:8AM-8PM,11,,,HARTFORD,1219,,,,1,,8,2,8,17JAN19:08:35,8,,,2,,1,,30,,2,,,300.92789663,2018113613weS:8AM-8PM,,0,1770720181124008
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770720181124,2018,5,36,103,36,103,5,2,3,5,5,2,,12,2,1,0,0,0,0,,,1770720181124009,5,6,2,,,,,Y,we,,1770720181124,1,1770720181124009,,1,S:8AM-8PM,11,,,SUFFOLK,1341,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,2,,1,,55,,2,,,300.92789663,2018113613weS:8AM-8PM,,0,1770720181124009
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770720181124,2018,5,34,13,36,103,5,2,3,5,5,2,,5,0,1,0,0,0,0,,,1770720181124010,5,6,2,,,,,O,we,,1770720181124,1,1770720181124010,,1,S:8AM-8PM,11,,,ESSEX,1342,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,2,,1,,27,,2,,,300.92789663,2018113613weS:8AM-8PM,,0,1770720181124010
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770720181125,2018,5,36,81,36,103,498,2,3,C,5,1,,10,1,1,0,0,0,0,,,1770720181125001,5,6,2,,,,,Y,we,,1770720181125,1,1770720181125001,,1,S:8AM-8PM,11,,,QUEENS,1407,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,2,,1,,50,,2,,,11027.628084,2018113613weS:8AM-8PM,,0,1770720181125001
,ATLANTIC HERRING,2018123613wdS:8AM-8PM,2018636131770720181213,2018,5,36,47,36,47,113,1,3,4,5,2,,60,14,1,0,0,0,0,,,1770720181213001,5,6,2,,,,,Y,wd,,1770720181213,1,1770720181213001,,1,S:8AM-8PM,12,,,KINGS,1449,161722,,,1,,8,2,8,17JAN19:08:35,8,8747010201,,0,,1,,47,,2,,,7023.6860289,2018123613wdS:8AM-8PM,,0,1770720181213001
,ATLANTIC HERRING,2018123613wdS:8AM-8PM,2018636131770720181213,2018,5,36,47,36,47,113,1,3,4,5,2,,140,10,1,0,0,0,0,,,1770720181213002,5,6,2,,,,,Y,wd,,1770720181213,1,1770720181213002,,1,S:8AM-8PM,12,,,KINGS,1450,161722,,,1,,8,2,8,17JAN19:08:35,8,8747010201,,0,,1,,61,,2,,,7023.6860289,2018123613wdS:8AM-8PM,,0,1770720181213002
,ATLANTIC HERRING,2018123613wdS:8AM-8PM,2018636131770720181213,2018,5,36,47,36,47,423,1,3,D,5,1,,100,15,1,0,0,0,0,,,1770720181213003,5,6,2,,,,,Y,wd,,1770720181213,1,1770720181213003,,1,S:8AM-8PM,12,,,KINGS,1822,161722,,,1,,8,1,8,17JAN19:08:35,8,8747010201,,0,,1,,54,,2,,,51107.643811,2018123613wdS:8AM-8PM,,0,1770720181213003
,TAUTOG,2018113613weS:8AM-8PM,2018636131770920181104,2018,5,36,61,36,61,1991,1,3,D,5,4,,40,8,1,0,0,0,0,,,1770920181104001,5,6,2,,,,,Y,we,,1770920181104,1,1770920181104001,,1,S:8AM-8PM,11,,,NEW YORK,1622,170479,,,1,,8,1,8,17JAN19:08:35,8,8839010101,,0,,2,,60,,2,,,5256.0619375,2018113613weS:8AM-8PM,,0,1770920181104001
,TAUTOG,2018113613weS:8AM-8PM,2018636131770920181104,2018,5,36,61,36,61,1991,1,3,D,5,4,0.00,40,8,1,1,0,0,0,,,1770920181104002,5,6,2,,,,,Y,we,,1770920181104,1,1770920181104002,2,1,S:8AM-8PM,11,,,NEW YORK,1623,170479,,,1,,8,2,8,17JAN19:08:35,8,8839010101,,0,,1,,42,,2,,,5256.0619375,2018113613weS:8AM-8PM,,0,1770920181104002
TAUTOG,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770920181109,2018,5,36,85,36,47,423,1,3,D,5,2,,300,60,1,0,0,0,0,,,1770920181109001,5,6,2,,,,,Y,we,,1770920181109,1,1770920181109001,,1,S:8AM-8PM,11,,,RICHMOND,1609,167680,170479,,1,,8,1,8,17JAN19:08:35,8,8835020102,8839010101,0,,1,,40,,2,,,318.94865766,2018113613weS:8AM-8PM,,0,1770920181109001
TAUTOG,STRIPED BASS,2018113613weS:8AM-8PM,2018636131770920181109,2018,5,36,47,36,47,423,1,3,D,5,2,,300,60,1,0,0,0,0,,,1770920181109002,5,6,2,,,,,Y,we,,1770920181109,1,1770920181109002,,1,S:8AM-8PM,11,,,KINGS,1610,167680,170479,,1,,8,1,8,17JAN19:08:35,8,8835020102,8839010101,0,,1,,56,,2,,,318.94865766,2018113613weS:8AM-8PM,,0,1770920181109002
,STRIPED BASS,2018113613wdS:8AM-8PM,2018636131775520181119,2018,5,36,59,36,59,411,5,3,4,5,1.5,0.00,150,24,1,0,0,0,0,,,1775520181119001,5,6,2,,,,,Y,wd,,1775520181119,1,1775520181119001,,1,S:8AM-8PM,11,,,NASSAU,1212,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,65,,2,,,51107.643812,2018113613wdS:8AM-8PM,,0,1775520181119001
,,2018113613wdS:8AM-8PM,2018636131775520181119,2018,5,36,59,36,59,411,5,3,4,5,0.5,0.00,12,4,1,0,0,0,0,,,1775520181119002,5,6,2,,,,,Y,wd,,1775520181119,1,1775520181119002,,1,S:8AM-8PM,11,,,NASSAU,1333,,,,1,,8,1,8,17JAN19:08:35,8,,,5,,1,,64,,2,,,51107.643812,2018113613wdS:8AM-8PM,,0,1775520181119002
,STRIPED BASS,2018113613wdS:8AM-8PM,2018636131775520181119,2018,5,36,103,36,59,587,1,3,4,5,1,,200,40,1,0,0,0,0,,,1775520181119003,5,6,2,,,,,Y,wd,,1775520181119,1,1775520181119003,,1,S:8AM-8PM,11,,,SUFFOLK,1556,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,0,,1,,65,,2,,,18034.682038,2018113613wdS:8AM-8PM,,0,1775520181119003
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131775520181125,2018,5,36,103,36,103,58,1,3,4,5,2,,30,12,1,0,0,0,0,,,1775520181125001,5,6,2,,,,,Y,we,,1775520181125,3,1775520181125001,,1,S:8AM-8PM,11,,,SUFFOLK,1136,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,0,,1,,54,,2,,,323.28267423,2018113613weS:8AM-8PM,,0,1775520181125001
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,103,36,103,3917,5,3,4,5,2,0.00,20,0,1,0,0,0,0,,,1777020181104006,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104006,,1,S:8AM-8PM,11,,,SUFFOLK,1428,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,28,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104006
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,103,36,103,3917,5,3,5,5,3,0.00,12,1,1,0,0,0,0,,,1777020181104007,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104007,,1,S:8AM-8PM,11,,,SUFFOLK,1431,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,54,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104007
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,59,36,103,3917,5,3,4,5,2,0.00,2,0,1,0,0,0,0,,,1777020181104009,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104009,,1,S:8AM-8PM,11,,,NASSAU,1516,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,56,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104009
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,81,36,103,3917,5,3,4,5,2,0.00,8,3,1,0,0,0,0,,,1777020181104010,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104010,,1,S:8AM-8PM,11,,,QUEENS,1517,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,55,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104010
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,103,36,103,3917,5,3,5,5,2,0.00,3,3,1,0,0,0,0,,,1777020181104015,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104015,,1,S:8AM-8PM,11,,,SUFFOLK,1605,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,5,,1,,64,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104015
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,59,36,103,3917,2,3,5,5,4,,15,10,1,0,0,0,0,,,1777020181104016,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104016,,1,S:8AM-8PM,11,,,NASSAU,1609,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,60,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104016
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,59,36,103,3917,5,3,4,5,8,0.00,10,3,1,2,0,0,0,,,1777020181104017,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104017,2,1,S:8AM-8PM,11,,,NASSAU,1613,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,34,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104017
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,103,36,103,3917,5,3,5,5,2,0.00,200,40,1,0,0,0,0,,,1777020181104021,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104021,,1,S:8AM-8PM,11,,,SUFFOLK,1624,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,29,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104021
,BLACK SEA BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,103,36,103,3917,5,3,4,5,2.5,0.00,50,20,1,0,0,0,0,,,1777020181104028,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104028,,1,S:8AM-8PM,11,,,SUFFOLK,1641,167687,,,1,,8,2,8,17JAN19:08:35,8,8835020301,,5,,1,,34,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104028
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,59,36,103,3917,5,3,4,5,4.5,0.00,40,4,1,0,0,0,0,,,1777020181104030,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104030,,1,S:8AM-8PM,11,,,NASSAU,1648,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,60,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104030
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,34,3,36,103,3917,5,3,4,5,4.5,0.00,3,2,1,0,0,0,0,,,1777020181104031,5,6,2,,,,,O,we,,1777020181104,1,1777020181104031,,1,S:8AM-8PM,11,,,BERGEN,1649,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,39,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104031
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,34,3,36,103,3917,5,3,4,5,4.5,0.00,3,2,1,0,0,0,0,,,1777020181104032,5,6,2,,,,,O,we,,1777020181104,1,1777020181104032,,1,S:8AM-8PM,11,,,BERGEN,1650,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,5,,2,,35,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104032
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,34,3,36,103,3917,5,3,4,5,4.5,0.00,3,2,1,0,0,0,0,,,1777020181104033,5,6,2,,,,,O,we,,1777020181104,1,1777020181104033,,1,S:8AM-8PM,11,,,BERGEN,1651,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,5,,1,,5,,2,,,186.86589253,2018113613weS:8AM-8PM,,0,1777020181104033
,BLUEFISH,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,59,36,103,3917,5,3,4,5,3,0.00,50,20,1,0,0,0,0,,,1777020181104046,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104046,,1,S:8AM-8PM,11,,,NASSAU,1726,168559,,,1,,8,1,8,17JAN19:08:35,8,8835250101,,5,,1,,43,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104046
,BLUEFISH,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,59,36,103,3917,5,3,4,5,3,0.00,50,20,1,0,0,0,0,,,1777020181104047,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104047,,1,S:8AM-8PM,11,,,NASSAU,1727,168559,,,1,,8,1,8,17JAN19:08:35,8,8835250101,,5,,2,,45,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104047
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,103,36,103,3917,5,3,5,5,5,0.00,20,10,1,2,0,0,0,,,1777020181104048,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104048,2,1,S:8AM-8PM,11,0,1,SUFFOLK,1728,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,5,,1,,26,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104048
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,59,36,103,3917,5,3,5,5,5,0.00,20,8,1,0,0,0,0,,,1777020181104056,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104056,,1,S:8AM-8PM,11,,,NASSAU,1753,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,29,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104056
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,59,36,103,3917,5,3,5,5,5,0.00,0,0,1,0,0,0,0,,,1777020181104057,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104057,,1,S:8AM-8PM,11,,,NASSAU,1754,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,5,,1,,29,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104057
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,103,36,103,3917,5,3,5,5,2,0.00,70,25,1,1,0,0,0,,,1777020181104060,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104060,2,1,S:8AM-8PM,11,,,SUFFOLK,1822,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,38,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104060
STRIPED BASS,TAUTOG,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,81,36,103,3917,2,3,5,5,8,,50,8,1,0,0,0,0,,,1777020181104061,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104061,,1,S:8AM-8PM,11,,,QUEENS,1826,170479,167680,,1,,8,1,8,17JAN19:08:35,8,8839010101,8835020102,2,,1,,25,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104061
,TAUTOG,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,5,36,103,3917,5,3,5,5,2,0.00,5,5,1,0,0,0,0,,,1777020181104063,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104063,,1,S:8AM-8PM,11,,,BRONX,1900,170479,,,1,,8,2,8,17JAN19:08:35,8,8839010101,,5,,1,,38,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104063
,TAUTOG,2018113613weS:8AM-8PM,2018636131777020181104,2018,5,36,5,36,103,3917,5,3,5,5,2,0.00,5,5,1,0,0,0,0,,,1777020181104064,5,6,2,,,,,Y,we,,1777020181104,1,1777020181104064,,1,S:8AM-8PM,11,,,BRONX,1901,170479,,,1,,8,2,8,17JAN19:08:35,8,8839010101,,5,,2,,32,,2,,,1001.084976,2018113613weS:8AM-8PM,,0,1777020181104064
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181110,2018,5,36,103,36,103,3917,5,3,4,5,2.5,0.00,20,6,1,0,0,0,0,,,1777020181110012,5,6,2,,,,,Y,we,,1777020181110,1,1777020181110012,,1,S:8AM-8PM,11,,,SUFFOLK,1452,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,53,,2,,,290.58339595,2018113613weS:8AM-8PM,,0,1777020181110012
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181110,2018,5,36,103,36,103,3917,5,3,5,5,2.5,0.00,50,12,1,1,0,0,0,,,1777020181110013,5,6,2,,,,,Y,we,,1777020181110,1,1777020181110013,2,1,S:8AM-8PM,11,,,SUFFOLK,1543,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,42,,2,,,290.58339595,2018113613weS:8AM-8PM,,0,1777020181110013
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181110,2018,5,36,59,36,103,3917,5,3,4,5,3,0.00,50,10,1,0,0,0,0,,,1777020181110014,5,6,2,,,,,Y,we,,1777020181110,1,1777020181110014,,1,S:8AM-8PM,11,,,NASSAU,1627,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,49,,2,,,290.58339595,2018113613weS:8AM-8PM,,0,1777020181110014
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181110,2018,5,36,47,36,103,3917,5,3,4,5,3,0.00,10,3,1,0,0,0,0,,,1777020181110015,5,6,2,,,,,Y,we,,1777020181110,1,1777020181110015,,1,S:8AM-8PM,11,,,KINGS,1633,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,,,2,,,290.58339595,2018113613weS:8AM-8PM,,0,1777020181110015
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181110,2018,5,36,103,36,103,3917,5,3,4,5,3,0.00,30,5,1,0,0,0,0,,,1777020181110016,5,6,2,,,,,Y,we,,1777020181110,1,1777020181110016,,1,S:8AM-8PM,11,,,SUFFOLK,1634,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,5,,1,,54,,2,,,290.58339595,2018113613weS:8AM-8PM,,0,1777020181110016
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,1,,10,0,1,0,0,0,0,,,1777020181111001,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111001,,1,S:8AM-8PM,11,,,SUFFOLK,1130,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,27,,2,,,373.29662241,2018113613weS:8AM-8PM,,0,1777020181111001
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,1,,10,0,1,0,0,0,0,,,1777020181111002,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111002,,1,S:8AM-8PM,11,,,SUFFOLK,1131,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,2,,24,,2,,,373.29662241,2018113613weS:8AM-8PM,,0,1777020181111002
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,1,,100,16,1,0,0,0,0,,,1777020181111003,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111003,,1,S:8AM-8PM,11,,,SUFFOLK,1330,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,2,,1,,29,,2,,,373.29662241,2018113613weS:8AM-8PM,,0,1777020181111003
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,1,,100,20,1,0,0,0,0,,,1777020181111004,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111004,,1,S:8AM-8PM,11,,,SUFFOLK,1431,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,31,,2,,,226.19942248,2018113613weS:8AM-8PM,,0,1777020181111004
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,2,,40,5,1,0,0,0,0,,,1777020181111005,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111005,,1,S:8AM-8PM,11,,,SUFFOLK,1450,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,58,,2,,,226.19942248,2018113613weS:8AM-8PM,,0,1777020181111005
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,4,5,3,,10,2,1,0,0,0,0,,,1777020181111006,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111006,,1,S:8AM-8PM,11,,,SUFFOLK,1507,167680,,,1,,8,2,8,17JAN19:08:35,8,8835020102,,2,,1,,57,,2,,,226.19942248,2018113613weS:8AM-8PM,,0,1777020181111006
BLUEFISH,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,0.5,,30,16,1,0,0,0,0,,,1777020181111007,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111007,,1,S:8AM-8PM,11,,,SUFFOLK,1554,167680,168559,,1,,8,1,8,17JAN19:08:35,8,8835020102,8835250101,2,,1,,44,,2,,,226.19942248,2018113613weS:8AM-8PM,,0,1777020181111007
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,2,,20,10,1,0,0,0,0,,,1777020181111010,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111010,,1,S:8AM-8PM,11,,,SUFFOLK,1632,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,61,,2,,,226.19942248,2018113613weS:8AM-8PM,,0,1777020181111010
,STRIPED BASS,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,2,,50,10,1,0,0,0,0,,,1777020181111011,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111011,,1,S:8AM-8PM,11,,,SUFFOLK,1633,167680,,,1,,8,1,8,17JAN19:08:35,8,8835020102,,2,,1,,26,,2,,,226.19942248,2018113613weS:8AM-8PM,,0,1777020181111011
,TAUTOG,2018113613weS:8AM-8PM,2018636131777020181111,2018,5,36,103,36,103,5,2,3,5,5,2,,16,4,1,0,0,0,0,,,1777020181111012,5,6,2,,,,,Y,we,,1777020181111,1,1777020181111012,,1,S:8AM-8PM,11,,,SUFFOLK,1642,170479,,,1,,8,1,8,17JAN19:08:35,8,8839010101,,2,,1,,30,,2,,,226.19942248,2018113613weS:8AM-8PM,,0,1777020181111012
